PLAYER,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Bojan BogdanoviÄ‡,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Royce O'Neale,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Donovan Mitchell,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Joe Ingles,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Emmanuel Mudiay,12:00,1,4,.250,0,2,.000,0,0,0.0,0,2,2,3,0,0,0,0,2,-8
Jordan Clarkson,7:25,3,4,.750,1,2,.500,0,0,0.0,0,2,2,0,0,0,1,1,7,+1
Georges Niang,8:14,2,3,.667,2,3,.667,0,0,0.0,0,0,0,2,0,0,0,1,6,-5
Rayjon Tucker,12:00,0,1,.000,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,2,0,-8
Tony Bradley,6:24,1,1,1.000,0,0,0.0,1,2,.500,0,2,2,0,0,0,2,1,3,-5
Juwan Morgan,8:21,2,4,.500,0,2,.000,0,0,0.0,0,1,1,0,0,0,1,0,4,-12
Ed Davis,5:36,0,1,.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,2,0,-3
Team Totals,240,40,79,.506,18,42,.429,11,14,.786,9,31,40,28,9,6,15,20,109,0
Terry Rozier,3:39,1,1,1.000,0,0,0.0,1,1,1.000,0,0,0,1,0,0,0,0,3,-4
Miles Bridges,6:41,1,2,.500,0,1,.000,0,2,.000,0,0,0,1,0,1,1,1,2,+5
PJ Washington,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Devonte' Graham,1:49,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4
Bismack Biyombo,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Dwayne Bacon,3:30,2,2,1.000,1,1,1.000,0,0,0.0,0,0,0,0,0,0,0,0,5,+7
Cody Zeller,1:49,0,1,.000,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4
Marvin Williams,1:49,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,1,0,1,1,0,-4
Cody Martin,10:11,0,2,.000,0,1,.000,0,0,0.0,0,0,0,3,0,0,1,0,0,+12
Nicolas Batum,10:11,1,3,.333,1,2,.500,0,0,0.0,0,3,3,0,0,0,0,1,3,+12
Malik Monk,1:49,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4
Willy HernangÃ³mez,10:11,6,6,1.000,1,1,1.000,2,2,1.000,0,6,6,1,0,0,1,0,15,+12
Michael Kidd-Gilchrist,8:21,1,2,.500,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,+12
Team Totals,240,35,75,.467,8,26,.308,14,19,.737,7,30,37,20,6,3,20,16,92,0
Luka DonÄiÄ‡,7:21,2,5,.400,0,1,.000,0,0,0.0,0,0,0,1,0,0,1,1,4,0
Tim Hardaway,4:14,1,1,1.000,0,0,0.0,2,3,.667,0,2,2,0,0,0,0,0,4,+3
Dorian Finney-Smith,4:37,1,1,1.000,0,0,0.0,1,2,.500,0,0,0,0,0,0,0,3,3,-8
Dwight Powell,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Delon Wright,7:23,0,1,.000,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,0,0,-5
Seth Curry,12:00,2,4,.500,2,2,1.000,0,0,0.0,0,0,0,1,0,0,0,0,6,-2
Maxi Kleber,7:23,0,1,.000,0,1,.000,1,2,.500,0,0,0,0,0,1,0,1,1,-5
Jalen Brunson,4:39,1,1,1.000,0,0,0.0,2,2,1.000,0,0,0,2,0,0,0,0,4,-2
Justin Jackson,4:37,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,+3
Boban MarjanoviÄ‡,3:53,1,2,.500,1,1,1.000,1,2,.500,1,1,2,0,0,0,0,0,4,+3
Antonius Cleveland,3:53,1,1,1.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,+3
Team Totals,240,39,96,.406,11,38,.289,25,37,.676,17,30,47,19,4,3,9,20,114,0
Kyle Kuzma,6:03,1,3,.333,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-1
LeBron James,8:07,3,4,.750,1,1,1.000,3,4,.750,0,3,3,0,0,0,0,0,10,+5
Danny Green,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Avery Bradley,1:35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-1
JaVale McGee,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Alex Caruso,12:00,1,2,.500,0,0,0.0,2,2,1.000,0,1,1,0,0,0,1,1,4,+2
Rajon Rondo,8:58,3,6,.500,0,0,0.0,0,0,0.0,1,1,2,2,0,0,1,1,6,+4
Kentavious Caldwell-Pope,7:23,1,2,.500,0,0,0.0,0,1,.000,1,1,2,0,1,1,0,0,2,+5
Jared Dudley,7:32,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,3,0,+4
Dwight Howard,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Quinn Cook,3:02,3,3,1.000,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,6,-2
Troy Daniels,3:02,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2
Kostas Antetokounmpo,2:18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-4
Team Totals,240,47,89,.528,10,24,.417,25,32,.781,12,37,49,18,6,5,7,27,129,0
Nemanja Bjelica,9:20,0,2,.000,0,1,.000,0,0,0.0,0,2,2,1,0,0,0,0,0,-1
De'Aaron Fox,9:20,1,6,.167,0,1,.000,0,0,0.0,1,5,6,3,1,1,2,1,2,-1
Harrison Barnes,8:58,4,4,1.000,1,1,1.000,1,2,.500,0,0,0,1,1,0,0,0,10,+1
Buddy Hield,5:48,2,4,.500,1,2,.500,0,0,0.0,0,0,0,1,0,0,0,0,5,-3
Harry Giles,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Trevor Ariza,9:20,2,2,1.000,2,2,1.000,0,0,0.0,0,0,0,1,1,0,0,3,6,-1
Cory Joseph,3:54,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0
Dewayne Dedmon,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Justin James,2:40,0,1,.000,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-5
Yogi Ferrell,2:40,2,3,.667,1,2,.500,0,0,0.0,0,0,0,0,0,0,0,0,5,-5
Wenyen Gabriel,2:40,1,1,1.000,0,0,0.0,1,1,1.000,0,0,0,0,0,0,0,0,3,-5
Caleb Swanigan,2:40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,2,0,-5
Kyle Guy,2:40,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,-5
Team Totals,240,44,96,.458,10,35,.286,8,10,.800,6,39,45,26,8,3,16,24,106,0
Eric Bledsoe,7:45,1,4,.250,0,2,.000,0,0,0.0,0,1,1,0,0,0,0,1,2,-3
Khris Middleton,4:30,1,2,.500,0,0,0.0,2,2,1.000,0,1,1,1,1,0,1,0,4,-2
Giannis Antetokounmpo,4:50,1,1,1.000,0,0,0.0,2,2,1.000,0,0,0,1,0,0,1,0,4,+3
Wesley Matthews,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Brook Lopez,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Pat Connaughton,12:00,2,2,1.000,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,0,4,+6
Donte DiVincenzo,6:33,4,4,1.000,1,1,1.000,0,0,0.0,0,1,1,0,1,0,0,0,9,+5
George Hill,5:07,1,2,.500,1,2,.500,2,2,1.000,0,0,0,2,1,0,0,0,5,+2
Sterling Brown,11:01,1,4,.250,0,1,.000,3,3,1.000,1,6,7,2,0,0,0,1,5,+5
Robin Lopez,0:59,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,+1
Kyle Korver,1:55,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,+3
Thanasis Antetokounmpo,2:40,2,2,1.000,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,+5
D.J. Wilson,2:40,0,1,.000,0,1,.000,0,0,0.0,0,1,1,2,0,0,0,0,0,+5
Team Totals,240,47,95,.495,10,39,.256,23,30,.767,7,45,52,29,11,4,11,12,127,0
Kawhi Leonard,12:00,4,6,.667,0,0,0.0,2,2,1.000,1,3,4,1,1,1,0,0,10,+19
Patrick Beverley,10:13,1,2,.500,1,2,.500,1,2,.500,1,5,6,3,0,1,1,0,4,+13
Landry Shamet,1:56,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,+1
Maurice Harkless,0:28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Ivica Zubac,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Lou Williams,9:04,3,7,.429,2,4,.500,1,1,1.000,0,0,0,4,0,0,1,0,9,+19
Montrezl Harrell,12:00,4,6,.667,0,0,0.0,1,2,.500,0,4,4,1,0,1,0,0,9,+19
JaMychal Green,12:00,2,3,.667,0,1,.000,0,0,0.0,2,1,3,0,0,0,0,2,4,+19
Rodney McGruder,2:19,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,+5
Jerome Robinson,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Patrick Patterson,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Terance Mann,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,41,84,.488,11,39,.282,16,22,.727,9,45,54,27,5,7,19,24,109,0
Glenn Robinson,9:58,0,1,.000,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-20
Draymond Green,8:47,1,3,.333,0,1,.000,0,0,0.0,0,2,2,3,0,0,0,1,2,-7
Damion Lee,8:47,1,3,.333,0,2,.000,0,0,0.0,0,2,2,1,0,0,1,1,2,-7
Omari Spellman,6:51,1,3,.333,1,3,.333,0,0,0.0,1,0,1,1,1,0,0,1,3,-10
Ky Bowman,5:03,1,1,1.000,0,0,0.0,0,2,.000,1,0,1,0,1,0,0,1,2,-7
Alec Burks,8:10,1,5,.200,1,3,.333,1,1,1.000,1,0,1,0,0,0,0,1,4,-8
Eric Paschall,6:35,2,3,.667,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,-15
Willie Cauley-Stein,1:47,0,1,.000,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,-6
Jordan Poole,1:47,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,1,0,0,-6
Jacob Evans,2:15,0,2,.000,0,1,.000,0,0,0.0,0,1,1,0,0,0,0,1,0,-9
Alen SmailagiÄ‡,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,37,96,.385,8,39,.205,18,25,.720,13,33,46,28,9,1,10,22,100,0
Russell Westbrook,4:10,3,4,.750,0,1,.000,2,2,1.000,0,1,1,3,1,0,0,1,8,+12
James Harden,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Isaiah Hartenstein,4:38,2,2,1.000,0,0,0.0,0,0,0.0,0,1,1,1,0,1,0,1,4,+7
Ben McLemore,2:56,2,2,1.000,0,0,0.0,0,0,0.0,1,0,1,2,0,0,0,0,4,+9
P.J. Tucker,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Danuel House,9:47,1,2,.500,1,2,.500,1,2,.500,0,2,2,0,1,0,0,1,4,0
Eric Gordon,2:13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,+4
Austin Rivers,7:22,2,4,.500,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,0,4,-3
Tyson Chandler,1:14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,+3
Thabo Sefolosha,12:00,3,3,1.000,3,3,1.000,0,0,0.0,0,3,3,0,1,0,0,2,9,+4
Michael Frazier,7:50,1,3,.333,0,2,.000,0,0,0.0,1,2,3,1,0,0,0,1,2,-8
Chris Clemons,7:50,1,4,.250,0,2,.000,0,0,0.0,0,1,1,2,0,0,1,1,2,-8
Team Totals,240,49,95,.516,18,45,.400,23,29,.793,12,46,58,29,9,6,18,24,139,0
Jarrett Culver,10:03,3,6,.500,2,4,.500,0,0,0.0,1,2,3,3,0,0,1,0,8,+4
Robert Covington,1:22,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5
Andrew Wiggins,1:22,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5
Shabazz Napier,1:57,1,1,1.000,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-8
Gorgui Dieng,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Josh Okogie,10:38,1,2,.500,0,1,.000,2,2,1.000,0,2,2,2,1,0,1,0,4,+1
Jeff Teague,4:10,0,4,.000,0,2,.000,1,2,.500,2,0,2,1,0,0,1,0,1,-12
Keita Bates-Diop,8:38,0,2,.000,0,2,.000,3,4,.750,1,0,1,0,0,0,0,1,3,-1
Naz Reid,6:10,3,5,.600,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,1,8,-10
Treveon Graham,7:50,1,1,1.000,0,0,0.0,2,2,1.000,0,1,1,1,0,0,0,1,4,+8
Jordan Bell,7:50,1,1,1.000,0,0,0.0,1,4,.250,0,2,2,1,0,0,0,0,3,+8
Noah Vonleh,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,36,95,.379,13,48,.271,24,36,.667,13,31,44,28,12,4,18,18,109,0
Jaylen Brown,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Jayson Tatum,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Kemba Walker,2:53,1,3,.333,0,2,.000,0,0,0.0,0,1,1,1,0,0,1,0,2,-4
Gordon Hayward,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Daniel Theis,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Enes Kanter,9:25,4,7,.571,0,0,0.0,0,0,0.0,4,5,9,0,0,0,1,1,8,0
Marcus Smart,2:53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4
Brad Wanamaker,9:07,1,3,.333,0,0,0.0,0,0,0.0,0,1,1,1,0,1,1,0,2,+7
Grant Williams,2:35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,3,0,+3
Javonte Green,12:00,2,3,.667,1,1,1.000,2,2,1.000,0,5,5,0,2,0,1,0,7,+3
Semi Ojeleye,12:00,2,3,.667,1,1,1.000,0,0,0.0,1,2,3,0,0,0,0,0,5,+3
Carsen Edwards,9:07,1,5,.200,0,3,.000,0,0,0.0,0,0,0,1,1,0,0,0,2,+7
Team Totals,240,55,100,.550,14,29,.483,16,18,.889,10,43,53,29,14,3,10,23,140,0
Josh Hart,12:00,1,7,.143,0,5,.000,0,0,0.0,1,1,2,1,0,0,0,0,2,-3
Lonzo Ball,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Brandon Ingram,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
E'Twaun Moore,6:10,2,4,.500,1,2,.500,0,0,0.0,0,1,1,1,1,0,0,2,5,+2
Jaxson Hayes,6:33,1,2,.500,0,0,0.0,0,0,0.0,1,0,1,0,0,1,1,0,2,-8
Frank Jackson,11:17,3,6,.500,0,2,.000,0,2,.000,0,0,0,0,0,0,1,1,6,0
Nickeil Alexander-Walker,12:00,2,7,.286,1,3,.333,0,0,0.0,1,1,2,3,0,0,0,0,5,-3
NicolÃ² Melli,12:00,1,1,1.000,1,1,1.000,0,0,0.0,0,3,3,2,2,0,1,1,3,-3
Jahlil Okafor,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,40,100,.400,14,45,.311,11,18,.611,15,28,43,29,4,6,16,19,105,0
Bruce Brown,6:47,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-2
Tony Snell,5:35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5
Sekou Doumbouya,8:31,1,3,.333,0,0,0.0,1,1,1.000,0,1,1,0,0,0,1,1,3,+2
Sviatoslav Mykhailiuk,7:38,2,3,.667,2,3,.667,0,0,0.0,0,2,2,1,1,0,0,2,6,+5
Andre Drummond,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Derrick Rose,10:55,2,5,.400,0,1,.000,2,2,1.000,0,0,0,1,0,0,2,1,6,-2
Christian Wood,5:35,1,3,.333,0,0,0.0,1,2,.500,2,0,2,2,0,0,1,1,3,-5
Langston Galloway,6:25,0,1,.000,0,1,.000,0,0,0.0,0,0,0,1,0,0,0,0,0,+6
Markieff Morris,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Thon Maker,8:34,4,5,.800,0,1,.000,2,2,1.000,1,0,1,0,1,0,1,2,10,+6
Team Totals,240,36,78,.462,9,28,.321,18,27,.667,12,30,42,22,7,4,19,20,99,0
Zach LaVine,7:37,1,3,.333,0,1,.000,2,2,1.000,0,1,1,1,0,0,1,0,4,+2
Kris Dunn,6:32,1,1,1.000,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,+5
Lauri Markkanen,6:11,2,3,.667,1,1,1.000,0,0,0.0,0,2,2,0,0,0,0,0,5,+5
TomÃ¡Å¡ SatoranskÃ½,6:36,1,1,1.000,0,0,0.0,2,2,1.000,0,1,1,1,0,0,2,0,4,+3
Daniel Gafford,5:14,1,1,1.000,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,2,2,0
Luke Kornet,6:57,0,1,.000,0,1,.000,0,0,0.0,1,1,2,0,1,0,0,1,0,-2
Coby White,4:23,1,2,.500,0,1,.000,0,0,0.0,0,0,0,1,0,0,1,1,2,-3
Thaddeus Young,5:49,0,1,.000,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,1,2,-6
Ryan Arcidiacono,6:18,1,1,1.000,1,1,1.000,0,0,0.0,0,0,0,1,1,0,0,0,3,-6
Chandler Hutchison,4:23,1,1,1.000,1,1,1.000,0,0,0.0,0,0,0,0,0,0,1,1,3,-3
Team Totals,240,42,83,.506,11,35,.314,13,14,.929,9,29,38,24,11,6,14,21,108,0
Shai Gilgeous-Alexander,6:34,3,5,.600,0,1,.000,5,5,1.000,0,4,4,0,0,0,0,0,11,+3
Chris Paul,7:42,3,5,.600,0,2,.000,1,2,.500,0,3,3,1,1,0,0,0,7,0
Danilo Gallinari,4:57,1,2,.500,1,1,1.000,0,0,0.0,0,0,0,0,0,0,0,0,3,-3
Steven Adams,3:47,0,1,.000,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,+4
Terrance Ferguson,6:21,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,1,0,0,1,0,+3
Dennis SchrÃ¶der,10:20,0,1,.000,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,1,0,+4
Hamidou Diallo,5:26,0,3,.000,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,+2
Abdel Nader,4:18,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,+5
Mike Muscala,1:36,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,+3
Darius Bazley,5:39,1,1,1.000,0,0,0.0,0,0,0.0,1,1,2,1,0,2,0,0,2,+2
Justin Patton,1:40,1,1,1.000,1,1,1.000,0,0,0.0,0,0,0,1,0,0,0,0,3,+1
Deonte Burton,1:40,1,1,1.000,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,+1
Team Totals,240,43,92,.467,9,31,.290,15,17,.882,5,32,37,23,6,6,7,13,110,0
Kyle Kuzma,8:14,3,5,.600,1,1,1.000,0,0,0.0,0,0,0,0,0,0,0,0,7,-4
Rajon Rondo,8:49,0,5,.000,0,3,.000,0,0,0.0,0,2,2,1,0,0,0,0,0,-1
Kentavious Caldwell-Pope,6:52,1,2,.500,0,1,.000,0,0,0.0,0,1,1,1,0,0,0,1,2,-3
Avery Bradley,4:06,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,1,0,-5
JaVale McGee,3:03,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,+2
Dwight Howard,8:57,3,4,.750,0,0,0.0,2,2,1.000,2,5,7,0,0,0,1,1,8,-7
Troy Daniels,6:57,1,4,.250,0,3,.000,0,0,0.0,1,3,4,0,0,0,0,0,2,-5
Quinn Cook,6:23,2,5,.400,0,2,.000,0,0,0.0,0,0,0,2,0,0,1,0,4,+3
Alex Caruso,1:22,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1
Jared Dudley,5:17,0,1,.000,0,1,.000,0,0,0.0,0,1,1,0,0,0,0,2,0,-4
Team Totals,240,51,99,.515,15,32,.469,8,10,.800,12,42,54,21,3,4,12,17,125,0
Dwight Powell,7:37,1,1,1.000,0,0,0.0,2,4,.500,0,1,1,0,0,0,1,0,4,+5
Luka DonÄiÄ‡,6:50,1,4,.250,0,0,0.0,3,4,.750,1,1,2,4,0,0,0,0,5,+10
Dorian Finney-Smith,4:51,2,2,1.000,1,1,1.000,0,0,0.0,1,0,1,1,0,1,0,0,5,+10
Maxi Kleber,4:13,1,1,1.000,1,1,1.000,0,0,0.0,0,2,2,0,0,1,0,0,3,+11
Tim Hardaway,4:51,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,+10
Delon Wright,7:47,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,1,0,0,0
Seth Curry,7:09,2,2,1.000,1,1,1.000,0,0,0.0,1,1,2,3,0,1,0,1,5,+1
Justin Jackson,7:09,2,3,.667,1,1,1.000,0,0,0.0,0,1,1,0,0,0,0,0,5,+1
Jalen Brunson,3:14,0,1,.000,0,1,.000,0,0,0.0,0,0,0,1,0,0,0,3,0,+3
Boban MarjanoviÄ‡,4:23,4,5,.800,1,2,.500,0,0,0.0,1,0,1,0,0,0,0,0,9,+6
Antonius Cleveland,1:56,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,-2
Team Totals,240,40,79,.506,11,27,.407,18,27,.667,11,43,54,22,4,8,15,20,109,0
Ben Simmons,9:26,0,2,.000,0,0,0.0,0,0,0.0,0,2,2,5,0,0,0,2,0,-14
Josh Richardson,9:26,2,5,.400,1,2,.500,0,0,0.0,0,0,0,0,0,0,1,0,5,-14
Tobias Harris,5:57,1,3,.333,1,1,1.000,0,0,0.0,0,1,1,0,0,0,0,0,3,-11
Al Horford,5:57,3,4,.750,2,3,.667,0,0,0.0,0,0,0,1,0,0,0,1,8,-11
Mike Scott,3:29,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,0,-3
Matisse Thybulle,4:13,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,1,0,-11
Furkan Korkmaz,5:13,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,-3
Norvel Pelle,6:03,1,2,.500,0,0,0.0,0,0,0.0,2,1,3,0,1,0,0,2,2,0
James Ennis,2:34,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,+3
Trey Burke,2:34,1,1,1.000,1,1,1.000,0,0,0.0,0,0,0,1,0,0,0,0,3,+3
Raul Neto,2:34,1,2,.500,0,1,.000,0,0,0.0,0,0,0,0,1,0,0,0,2,+3
Shake Milton,2:34,1,1,1.000,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,+3
Team Totals,240,37,98,.378,9,37,.243,8,12,.667,14,29,43,22,11,5,4,20,91,0
Will Barton,12:00,1,5,.200,0,2,.000,1,2,.500,0,1,1,1,0,1,0,1,3,+6
Jamal Murray,12:00,5,9,.556,2,5,.400,2,2,1.000,0,1,1,2,2,0,0,1,14,+6
Nikola JokiÄ‡,11:58,4,7,.571,1,3,.333,1,1,1.000,2,4,6,2,0,0,0,1,10,+7
Gary Harris,3:31,0,1,.000,0,1,.000,0,0,0.0,0,1,1,0,0,0,0,0,0,-5
Jerami Grant,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Mason Plumlee,11:19,1,2,.500,0,0,0.0,1,1,1.000,1,2,3,0,0,0,0,3,3,+5
Monte Morris,9:11,1,2,.500,0,1,.000,0,0,0.0,0,1,1,1,1,1,0,0,2,+11
Malik Beasley,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Juan HernangÃ³mez,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Michael Porter,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,41,95,.432,8,39,.205,13,18,.722,11,31,42,23,9,4,5,13,103,0
Tristan Thompson,10:24,1,1,1.000,0,0,0.0,1,2,.500,0,1,1,0,0,1,1,1,3,-4
Darius Garland,10:45,3,7,.429,0,3,.000,0,0,0.0,0,0,0,3,0,0,1,1,6,-2
Kevin Love,9:43,0,2,.000,0,1,.000,2,2,1.000,0,1,1,2,0,0,0,0,2,-3
Cedi Osman,9:22,1,1,1.000,1,1,1.000,0,0,0.0,0,7,7,0,0,0,0,1,3,+4
Collin Sexton,9:01,3,5,.600,2,3,.667,1,2,.500,1,1,2,0,0,0,0,0,9,+2
Alfonzo McKinnie,4:54,0,1,.000,0,1,.000,0,0,0.0,0,1,1,1,0,0,0,1,0,-13
Brandon Knight,4:14,1,2,.500,1,1,1.000,0,0,0.0,0,0,0,0,0,0,1,1,3,-12
Ante Å½iÅ¾iÄ‡,1:36,0,1,.000,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,-2
Matthew Dellavedova,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,44,89,.494,12,37,.324,11,13,.846,12,43,55,22,5,1,14,19,111,0
Damian Lillard,1:24,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0
